glottocode	name	latitude	longitude	iso
west2490	Western Keliko			
west2491	Western Toposa			
west2492	West Pokot			
west2493	Western Nilotic			
west2494	Western Jikany			
west2496	Western Suri			
west2497	Western Masalit			
west2499	West Manding			
west2500	Western Maninkakan	13.5677	-12.8009	mlq
west2501	Western Dajuic			
west2502	West-Central Heibanic			
west2503	Western Heibanic			
west2504	Western Acheron			
west2505	Western Saharan			
west2506	West-Kxoe			
west2508	Western Plains Dogon			
west2509	West Yawa			
west2512	West Mwerelawa			
west2513	West Ambae	-15.4281	167.807	nnd
west2514	West Vanua Levu			
west2515	West Futuna			
west2516	West Uvean	-20.4145	166.589	uve
west2518	Western Fijian			
west2519	Western Viti Levu-Yasawas Fijian	-17.8355	177.657	wyy
west2520	West Tanna			
west2523	West Santa Isabel			
west2524	West Kara			
west2525	West Tigak			
west2526	Western Motu			
west2528	West Mekeo			
west2529	Western Point			
west2530	West Arawe			
west2531	Western Marik			
west2532	Western Admiralty Islands			
west2533	West Manus			
west2534	Western Mussau			
west2535	West Masela	-8.1804	129.833	mss
west2536	West-Central Manggarai			
west2537	Western Manggarai			
west2538	West Tarangan	-6.62046	134.168	txn
west2539	West Teluti			
west2541	West Lembata	-8.49669	123.298	lmj
west2542	West Lamaholot			
west2543	Ritaebang			
west2544	West Adonara			
west2546	Western Dengka			
west2547	Kemak-Tukudede			
west2548	West Damar	-7.12065	128.585	drn
west2549	Western Tboli			
west2550	West Southern Cordilleran			
west2551	Western Addasen			
west2552	Western Mansakan			
west2554	WBM-Livunganen-Ilianen			
west2555	Western Bukidnon Manobo	7.6682	124.825	mbb
west2556	West Gorontalo			
west2557	Western Subanon	7.79964	122.341	suc
west2558	Western Kolibugan			
west2559	Western Tawbuid	12.8227	121.026	twb
west2560	West Coast Bajau	6.00631	116.124	bdr
west2562	Western Penan-Sebop			
west2563	Western Penan	3.4667	114.523	pne
west2564	West Berawan	3.9815	114.528	zbw
west2565	West Javanese			
west2566	Western Bungku-Tolaki			
west2567	West Coast Bungku-Tolaki			
west2570	West Banggai			
west2571	Western Saluan-Banggai			
west2572	Western Plains Austronesian			
west2573	Western Eleman			
west2574	Western Edolo			
west2576	Western Sepik Hill			
west2577	West Yambes			
west2578	Wampukuamp			
west2579	Aro			
west2580	West Wapei			
west2581	West Central Kwomtari			
west2582	West Tariku			
west2583	Western Duvle			
west2584	Western Gizra			
west2585	Western Mek			
west2586	West Urii			
west2587	West Nek			
west2588	West Numanggang			
west2590	West Central Komba			
west2591	West Komba			
west2592	West-Central Mese			
west2594	Western Dani	-3.77127	138.217	dnw
west2595	Western Dani of Pyramid			
west2596	Western Dani of Bokondini			
west2597	West Gimi			
west2599	West Kewa	-6.32097	143.73	kew
west2600	West Makian	0.45332	127.63	mqs
west2601	West Koita			
west2602	West Sentani			
west2603	West Fuyug			
west2604	West Bomberai			
west2605	Western Fas			
west2606	West Boikin			
west2607	Western Japanese			
west2608	Western Kantō			
west2609	Western Mikawa			
west2610	West Oki-No-Erabu			
west2611	Western Pauwasi			
west2612	Western Pagi			
west2613	Western Kilmeri			
west2614	Western Muskogean			
west2615	Western Apache	33.8574	-110.123	apw
west2616	Western Aleut	55.2	166.0	
west2618	Western Canadian Inuktitut	64.3486	-96.148	ikt
west2620	Western Shuswap			
west2621	Western Numic			
west2622	Western Shoshoni			
west2624	Western Huasteca Nahuatl	21.3711	-98.7711	nhw
west2625	Western Huasteca Náhuatl			
west2626	Western Naskapi			
west2627	Western Montagnais			
west2628	Western Swampy Cree			
west2629	Western York Cree			
west2630	Western Abenaki	46.1381	-72.6511	abe
west2631	Western Highland Purepecha	19.5392	-102.154	pua
west2632	Western Keres	34.9733	-107.517	kjq
west2633	Western Miwokan			
west2634	Western Central Sierra Miwok			
west2635	Akateko	15.5932	-91.8421	knj
west2637	Western Cajamarca			
west2638	West Waylla			
west2639	Yanomami Ocidental-f			
west2640	Western Bolivian Guaraní	-20.2819	-64.1662	gnw
west2641	Western Isthmic Chibchan			
west2643	Western Juxtlahuaca Mixtec	17.3003	-98.2096	jmx
west2644	Western Highland Chatino	16.2495	-97.3244	ctp
west2645	West Zapotec			
west2646	West-Central West Zapotec			
west2649	Western Garifuna			
west2650	Western Cham	12.4771	104.026	cja
west2651	Western Tunebo	6.90704	-72.6507	tnb
west2704	West Dangaléat			
west2705	West Masa			
west2706	West Mafa			
west2707	Western Tera			
west2710	West Chadic B.1			
west2711	Western Bade			
west2712	West Chadic B.2			
west2714	West Chadic A			
west2715	West Chadic A.2			
west2716	West Chadic A.4			
west2717	West Chadic A.3			
west2718	West Chadic A.1			
west2719	Western Hausa			
west2720	West Rift South Cushitic			
west2721	West Central Oromo	8.81391	36.7365	gaz
west2722	Western Oromo			
west2723	Western Omo-Tana			
west2724	Western Berber			
west2759	Western Jibbali			
west2760	Western Soqotri	12.548	53.384	
west2761	Yemeni Mehri			
west2763	Western Neo-Aramaic	33.8162	36.484	amw
west2764	Western Syriac			
west2765	Western Group			
west2766	Western cluster Lishanid Noshan			
west2773	Western Sudanese			
west2774	Western Egyptian Bedawi Arabic			
west2777	Western Jicaque	15.427	-88.04	
west2778	Western Durango Nahuatl	22.6	-104.9	azn
west2779	West Dogon			
west2780	Western Mande			
west2783	Western Otomanguean			
west2784	Western Tucanoan			
west2785	West Chadic			
west2786	West Semitic			
west2788	West Palai			
west2789	Western Eastern Tucanoan			
west2790	West Chadic B			
west2791	West Palaungic			
west2792	West Slavic			
west2793	West Germanic			
west2795	Western Huon			
west2797	Western Tani			
west2798	Western Kra			
west2799	West Chadic A.2-3			
west2800	West Chadic B.3			
west2801	Western Benue-Congo Plateau			
west2802	Western Gbe			
west2803	West Hmongic			
west2804	Western South Slavic			
west2805	West Scandinavian			
west2807	Western Kordofan Nubian			
west2808	Western Waka-Kabic			
west2809	Western Nahuatl			
west2810	Western Southwestern Apachean			
west2811	Western Subanen			
west2812	Western Hindi			
west2813	Western Romance			
west2814	Western Periphery-North Guerrero Nahuatl			
west2815	Western Aramaic			
west2816	Western Tano			
west2817	West Central Maluku			
west2818	Western Oceanic linkage			
west2820	West Bisayan			
west2821	Western Malayic Dayak			
west2824	Western Alta Mixtec			
west2825	Western Periphery Nahuatl			
west2826	West Mbam (A.40)			
west2827	Western Ede			
west2828	West Kambaric			
west2829	West Manobo			
west2830	Western Gujaratic			
west2831	Western Rajasthani			
west2832	West Coast Mixtec			
west2833	Western Greater Luyana			
west2834	Western Botatwe			
west2835	West Ring			
west2836	Western Mundu-Baka			
west2837	Western Grusi			
west2838	West Ibero-Romance			
west2841	West Nyanza			
west2842	Western Lakes Bantu			
west2843	West Piru Bay			
west2844	Western Micronesian			
west2845	Southwest Santo			
west2846	West Ruvu			
west2847	Western Munic			
west2848	West Manus I			
west2849	West Manus II			
west2850	West Central Papuan linkage			
west2851	West African Creole English			
west2852	West Kilimanjaro			
west2853	West Hoamoal			
west2854	Western Caribbean Creole			
west2855	Western Trukic			
west2856	West Choiseul			
west2857	West New Georgia			
west2858	Western Luyia			
west2859	Western MSA			
west2860	Western Shinaic			
west2861	West Nyala	0.08	33.99	
west2862	Western Ngero			
west2863	Western Frisian (Retired)			fri
west2864	West Greenlandic Eskimo Pidgin	68.9635	-50.8458	
west2865	Western Mayan			
west2867	West Inland Gulf of Papua			
west2868	Western West Himalayish			
west2869	Western Lega			
west2870	Western Bru-So			
west2871	Western Malakula linkage			
west2872	Western Nyulnyulan			
west2873	Western Puroik	27.6808861	93.1364474	
west2874	West Kikongo			
west2875	Western Lowland Kenyah-Penan			
west2876	West Maoxian-South Heishui Qiang			
west2877	Western Dan			
west2878	West Yacouba Dan			
west2879	Western Nara			
west2880	Western Cantabrian			
west2881	Western Atakapa			
west2882	Western Rif			
west2883	Western Karaim			
west2884	Western Tundra Nenets			
west2885	Western Wano			
west2886	West-Central South American Sign			
west2887	Western Even			
west2888	Western Bulgarian			
west2889	Western Balkan Bulgarian			
west2890	Western Rup			
west2891	West Moselle Franconian			
west2892	Westerwäldisch			
west2893	Western Northern Macedonian			
west2894	Western and Northwestern Macedonian			
west2895	Western Northern Tosk			
west2896	Westschlesische			
west2897	Western Klallam			
west2898	West Saanich			
west2899	Western Galician Yiddish			
west2900	Western Central English			
west2901	Western Southwestern English			
west2902	Westlauwers-Terschelling Frisian			
west2903	West-Terschelling			
west2904	Western Garrwa			
west2905	Western Drokpas			
west2906	Westmünsterlandisch			
west2908	Westhoek			
west2909	Western Maritime West Flemish			
west2910	Westermooring			
west2911	Westpfälzisch			
west2912	West Thuringian			
west2913	Westlausitzisch			
west2914	Westmeissnisch			
west2915	Westerzgebirgisch			
west2916	Westlich Nordböhmisch			
west2917	West-Limburgisch			
west2918	West Irish English			
west2919	Western Pennsylvania English			
west2920	Western American English			
west2921	Western New England English			
west2922	West Saxon			
west2923	Western Mid Scots			
west2924	Western Azerbaijani			
west2925	Western Li'o			
west2926	Western Pumi			
west2927	Western Hungarian Vend			
west2928	Western Gadschkene			
west2929	Western Zealand			
west2930	Western Funen			
west2931	Western Gilaki			
west2932	Western Laz			
west2933	Western Kurmanji			
west2934	Western Phla-Phera			
west2935	Western Oroqen			
west2936	Western Yemeni Mehri			
west2937	Western Miji			
west2938	Western Nile Delta Arabic			
west2939	Western Desert Egyptian Arabic			
west2940	Western North Island Maori			
west2941	Western Geshiza			
west2942	Western Akwun			
west2943	West Yámana			
west2944	Western Mazanderani			
west2945	Central Timor			
west2947	Western Valley Zapotec	16.7966	-96.6533	
west2948	West-Central Mephaa			
west2949	Western Zhuoni			
west2950	West Quchani			
west2951	Western Maihiki			
west2952	Western Hindko			
west2953	Western Ahtna			
west2954	Western Chipewyan			
west2955	West Rote			
west2956	West Santo			
west2957	Western Kpan			
west2958	West Bamileke			
west2961	West Senari			
west2962	Western Finnmarku Saami			
west2963	Western Marathi			
west2965	Western Newari			
west2966	West Central Bavarian			
west2967	Western A80			
west2968	West-Coastal Bantu			
west2969	West Kasai-Ngounie			
west2970	West-Southern Koongo			
west2971	Western Mexican Spanish			
west2973	West Gyalrongic			
west2974	West Brabants			
west2975	West Siberian Plautdietsch			
west2976	West Mansi			
west2977	Western Polesian			
west2987	Western Serengeti			
west2988	West Yunling Mountain			
west2989	Western Nggem			
west2990	Western Dani of Tiki			
west2991	West Zyryan			
west2992	West Coast Skouic			
west2993	West Scandinavian Sign			
west2994	West Alor-Straits-Pantar			
west2995	West Ancient Greek			
west2996	Western Ionic			
west2997	Western Sotho-Tswana			
west2998	Western West Chadic B.2			
west2999	Western Southern New England Algonquian			
west3000	West Judeo-Slavic			czk
west3001	West Galindian			
west3002	Western Northwestern Tasmanian			
west3003	Western Mahican			
west3004	Western Plateau Central Kalenjin			
west3005	Western Ngumpin			
west3006	Western Torres Strait Auxiliary Sign			
west3007	Western Upper Sorbian			
west3008	Western Lower Sorbian			
west3009	West Ejnu			
west3011	Western Hongshui He			
west3012	West Lower Cross			
west3013	Western Saek			
west3014	Western Waimaha			
west3015	Western Sichuan Hmong			
weta1242	Dorig	-14.366666	167.545897	wwo
weta1243	Wetan			
weta1245	Wetar			
weta1246	Wetar-Atauro			
wete1237	Wete			
wetu1238	Wetu			
wewa1238	Wewaw	19.020577	96.540526	wea
wewe1238	Wè Western	6.36463	-8.40234	wec
wewe1239	Wewewa-Laboya			
weye1237	Weyewa			
weyo1238	Weyoko			
weyt1237	Weyto	11.94153	35.63369	woy
whit1261	White Russian Romani			
whit1262	White Nogai			
whit1264	White Khoany			
whit1265	White Tai			
whit1266	White Lachi	22.726	104.66	lwh
whit1267	Duoluo Gelao	23.0196	105.07	giw
whit1268	White Bolon			
whit1269	Whitesands	-19.5019	169.381	tnp
whit1270	Whitesands-North Tanna linkage			
whit1271	White Zimbabwean English			
whit1272	White South African English			
wiar1238	Wiarumus	-3.63409	143.756	tua
wias1238	Wiase			
wibo1238	Wibo			
wich1260	Wichita	35.0665	-98.1831	wic
wich1261	Wichi			
wich1262	Weenhayek	-21.988	-63.5971	mtp
wich1263	Vejoz	-24.2189	-61.9117	wlv
wich1264	Güisnay	-23.1633	-62.1757	mzh
wide1239	Wide Grassfields			
widi1234	Widikum-Tadkon			
wied1234	Wiedingharde			
wiga1237	Wiga			
wiin1238	Wiindza-Baali			
wiin1239	Wiin-Kaninciin			
wika1238	Wikalkan	-13.6835	141.557	wik
wika1239	Wik			
wikc1234	Wikchamni			
wike1239	Wik-Epa	-13.846	141.858	wie
wiki1239	Wik-Iiyanh	-14.1273	142.781	wij
wikk1239	Wik-Keyangan	-14.2649	142.005	wif
wikm1246	Wik-Me'anha	-14.058	141.925	wih
wikm1247	Wik-Mungkan	-13.98051	141.81611	wim
wikn1244	Wik-Ngandjara			
wikn1245	Wik-Ngathana	-13.8691	141.532	wig
wikn1246	Wikngenchera	-13.4957	141.599	wua
wila1240	Wilawila	-14.9105	126.6	wil
wile1238	Wile			
wilj1239	Wiljakali			
will1242	Willong Circle			
will1243	Willaumez linkage			
will1244	Willapa			
wilt1234	Wiltshire-Hampshire			
wimb1234	Wimbum Sign Language	6.42502	10.78892	
wina1237	Winatu			
wina1241	Wina			
wind1243	Carinthia			
wind1244	Windesi			
wing1239	Wingei			
wini1242	Winiv (Vinmavis)			
wini1243	Winiv (Merei)			
wini1244	Winisk River Ojibwa			
wini1246	Winiktit			
winj1235	Winjarumi	-15.355178	124.539184	
winn1245	Winnebago-Chiwere			
wins1237	Wins			
wint1258	Wintuan			
wint1259	Wintu	39.7176	-122.445	wit
winy1241	Winyé	11.8239	-2.97518	kst
wipi1242	Wipi	-8.79741	143.064	gdr
wipi1243	Wipim			
wira1260	Wirangu-Nauo	-31.6356	131.719	wiw
wira1261	Wiradhuric			
wira1262	Wiradhuri	-34.0742	145.994	wrh
wira1263	Wira			
wira1264	Wiraféd	-9.30537	-59.4769	wir
wira1265	Wirangu	-32.0	134.0	wgu
wirr1237	Wirriyaraay			
wiru1244	Wiru	-6.35863	144.214	wiu
wisc1238	Wisconsin			
wita1237	Wita Ea			
wite1234	Witembergaria			
wits1234	Witsuwit'en			
witt1234	Wittichenau			
wiwi1237	Wiwirano			
wiya1238	Wiyagwa			
wiya1239	Wiyabal			
wiye1238	Wiyeh			
wiyo1248	Wiyot	39.2492	-122.952	wiy
wlep1238	Wlepo			
wlop1238	Wlopo			
wluw1238	Wluwe-Hawlo			
wobo1234	Woboyo			
wocc1242	Woccon	35.379075	-77.985987	xwc
woda1240	Wodaabe			
woga1248	Wogamusin-Chenapian			
woga1249	Wogamusin	-4.22936	142.401	wog
woge1237	Wogeo	-3.20238	144.089	woc
wogo1234	Wogo			
woib1234	Woibalaga			
woig1238	Woigo			
woii1237	Woi	-1.62746	135.484	wbw
woim1234	Woima			
woiw1237	Woiwurrung-Thagungwurrung	-37.64264501	145.5879962	wyi
woiw1238	Woiwurrung			
woje1238	Wojenaka	9.72582	-7.6104	jod
wojo1239	Wojo			
woki1237	Wokiare			
wola1242	Wolaytta	6.32668	37.7537	wal
wola1243	Wolani	-3.41642	136.703	wod
wola1253	Wolane	8.23	38.14	wle
wola1254	Wolam	26.27129	95.11541	
wole1240	Woleaian	7.37957	143.916	woe
woli1240	Wolio-Kamaru			
woli1241	Wolio	-5.33	122.67	wlo
woll1234	Wollaston-South Yámana			
woll1235	Wollaston Yámana			
woll1236	Wollo Amharic			
wolo1247	Wolofic			
wolo1248	Wolof-BKK			
woly1239	Wolyamidi	-15.557223	126.22155	
womm1234	Wommu			
womn1235	Wom (Nigeria)	8.92708	12.4533	wom
womo1238	Womo-Sumararu	-2.92	141.83	wmx
womo1239	Womo			
womp1235	Wom (Papua New Guinea)	-3.5332	142.87	wmo
wona1238	Wonarua			
wong1246	Wangkumara	-27.10149	143.19619	xwk
wong1247	Wongo	-5.73837	20.5054	won
woni1239	Wonie			
wood1236	Woods Cree	57.0	-99.0	cwd
wooo1238	Owo			
wopk1238	Wopkeimin			
wori1245	Worimi	-32.4806	152.107	kda
wori1246	Woria	-2.37997	136.519	wor
work1238	Worku			
woro1256	Worodougou	8.23453	-6.72244	jud
woro1257	Worodougouka			
woro1258	Worora	-15.82429	125.155876	
woro1259	Woro (South Sudan)			
worr1236	Worrorran			
worr1237	Worrorra	-15.612781	124.881218	wro
worr1238	Worrorran (Unattested)			
woru1234	Woru Kan			
wose1243	Wosera-Mamu			
wose1244	Wosera-Kamu			
wota1240	Wotapuri-Katarqalai	34.958246	71.090876	wsv
wotj1234	Wotjobaluk	-35.82105	141.41791	xwt
wotu1239	Southern Kaili-Wolio			
wotu1240	Wotu	-2.59593	120.9	wtw
woul1238	Woulki			
woun1238	Woun Meu	8.5	-78.0	noa
wqal1234	Wqal			
wrel1238	Wrelpo			
wuak1234	Wuakerong			
wubo1238	Wubomai			
wubu1238	Wubulkarra			
wubu1239	Wubuy-Anindilyakwa			
wuch1236	Wu Chinese	29.8621	119.682	wuu
wuch1237	Wuchuan Gelao			
wudi1238	Wuding-Luquan Yi	25.48	102.48	ywq
wudi1239	Wuding Naisu			
wudi1241	Wuding-Yuanyang Tai			
wudu1238	Wudu	7.57619	1.53522	wud
wuha1234	Wuhan Mandarin	30.624086	114.305649	
wuhu1234	Wu-Hui Chinese			
wuhu1235	Wuhua			
wuii1234	Wui	26.036	95.067	
wuka1238	Wukan			
wula1244	Wulaki			
wula1245	Wula (Bokyi)			
wula1246	Wulanga			
wula1250	Wula			
wule1238	Wule			
wulg1239	Wulguru	-19.85103121	146.3453957	qgu
wuli1242	Wuliwuli	-24.415	149.843	wlu
wuli1243	Wulima			
wuln1239	Wulna	-12.3022	131.261	wux
wulu1239	Wulu			
wulu1242	Wulukoha			
wulu1243	Wulumuqi Mandarin	43.8216271	87.4226688	
wulu1244	Wuluwurrung			
wulw1234	Wulwulam	-13.817802	131.830997	
wumb1241	Wumboko-Bubia	4.24717	9.08026	bqm
wumb1242	Wumbvu	-2.39234	12.264	wum
wume1235	Wumeng Nasu	27.574	103.646	ywu
wume1236	Wumeng Yi			ywm
wuna1248	Wunai Bunu	27.9649	110.473	bwn
wuna1249	Wunambal	-14.8347	125.72	wub
wuna1250	Wunavai			
wund1238	Wundu			
wund1239	Wundi			
wunu1234	Wunumara			wnn
wupi1238	Jiangmo			
wupi1239	Wuping			
wurb1239	Wurbo			
wurb1240	Wurbo-Wannu			
wure1234	Wurekaba Maninka			
wure1235	Wure			
wurg1238	Wurga			
wuri1238	Wuri			
wurl1240	Wurla	-16.15	127.52	
wurl1241	Wurlayi			
wurr1238	Wurrugu	-11.364	132.303	wur
wurz1234	Würzburger Franconian			
wusa1235	Wusa Nasu	25.7707	102.367	yig
wush1238	Wushi	6.07415	10.6035	bse
wusi1237	Kula (Vanuatu)	-15.2786	166.696	wsi
wusy1241	Wusyep Tep			
wusy1242	Yehreic			
wusy1243	Wusyep Yehre			
wusy1244	Wusyep Ngel			
wuth1237	Wuthathi	-11.971	143.0879	
wutu1241	Wutunhua	35.269	101.957	wuh
wutu1244	Wutung	-2.64636	141.104	wut
wutu1245	Wutung-Nyao-Musu			
wutu1246	Wutung-Musu			
wuum1238	Wuumu			
wuum1239	Wuumu-Mpuono	-4.27	15.72	
wuuu1240	Wu			
wuvu1239	Wuvulu-Aua	-1.73938	142.851	wuv
wuvu1240	Wuvulu			
wuxi1234	Wuxi			
wuyu1234	Wuyuan			
wuzh1238	Wuzhou Wu			
wuzh1239	Wuzhou Yue			
wuzl1236	Wuzlam	10.955	14.1378	udl
ww2p1234	WW2 Pidgin German			
wyan1247	Huron-Wyandot	44.33	-77.5	wya
wymy1235	Wymysorys	49.91617	19.15195	wym
xaas1235	Xaasongaxango	14.1	-10.95	kao
xada1235	Xadani Zapotec	15.8822	-96.0318	zax
xais1238	|Xaise			
xajr1238	Xajrjuzovskij			
xaka1234	Xakass Shor			
xakr1238	Xakriabá	-19.0	-47.0	xkr
xaku1238	Xakuchi			
xamb1234	Xambioá			
xamm1241	/Xam	-31.7612	20.1733	xam
xamt1239	Xamtanga	12.4479	38.8352	xan
xana1235	Xanaguía Zapotec	15.9748	-96.1927	ztg
xapu1238	Xaput			
xara1243	Xaragure	-21.8223	166.376	axx
xara1244	Xârâcùù	-21.7034	165.996	ane
xarb1238	Xarbuk			
xaso1239	Xasonka			
xati1238	Xatia			
xaty1241	Xatyrka (southern Kerek)			
xaty1242	Xatyrskij			
xava1240	Xavánte	-14.3017	-52.4367	xav
xazo1234	Xazo			
xegw1238	//Xegwi	-26.3407	30.4028	xeg
xenq1238	Xenqenna			
xere1240	Xerénte	-9.59426	-48.2629	xer
xere1241	Xerew			
xesi1238	Xesibe			
xeta1241	Xetá	-24.9408	-52.2266	xet
xevs1238	Xevsur			
xfyy1234	XFYY Duoxu			
xhos1239	Xhosa	-31.0389	28.0769	xho
xiam1236	Xiamen	24.49421	118.08918	
xian1249	Xiandao	24.5458	97.9052	xia
xian1250	Xiangyun	25.5313657	100.4478932	
xian1251	Xiang Chinese	27.66847	111.47112	hsn
xian1252	Xianyou			
xian1253	Xi'an Mandarin	34.228154	108.960571	
xian1254	Xiangtan	27.8482649	112.7688127	
xian1255	Hong Kong	22.422645	114.098396	
xiao1244	Xiaojin			
xiao1245	Xiaoyili			
xibe1241	Lanyin			
xibe1242	Xibe	43.5854	81.0034	sjo
xich1234	Xichuan Pumi			
xico1235	Xicotepec De Juárez Totonac	20.6532	-97.7463	too
xico1236	Xicotepec			
xigu1234	Xiguan			
xikr1238	Xikrin			
xina1239	Southwestern Guanhua			
xina1240	Xinane Yura			
xinc1237	Xincan	14.31028	-89.82346	xin
xinc1242	Xinca-Chiquimulilla	14.083301	-90.380259	
xinc1243	Xinca-Yupiltepeque	14.194497	-89.790974	
xinc1244	Xinca Shared Grammatical Traits			
xinc1245	Xinca-Sinacantan	14.126921	-90.358486	
xinc1246	Xinca-Guazacapan	14.069981	-90.416651	
xing1247	Xinguan			
xing1248	Xingú Asuriní	-4.13463	-52.321	asn
xing1249	Xinguan Arawak			
xini1234	Xining Mandarin	36.671283	101.776886	
xinj1234	Xinjiang Salar			
xink1235	Xinka-Jumaytepeque	14.341898	-90.256519	
xinp1238	Xinping Nisu			
xiny1234	Xinyingpan Pumi			
xiny1235	Xinying			
xion1234	Xiong-Nu	44.61	103.39	
xipa1240	Xipaya	-4.133	-49.948	xiy
xipe1234	Xipella			
xipi1238	Xipináwa	-8.74999	-68.8333	xip
xiri1242	Xiri	-32.72545	18.63332	xii
xiri1243	Xiriâna	0.83868	-63.452927	xir
xish1235	Xishanba Lalo	24.8709	100.711	ywt
xiun1234	Xiuning			
xiuy1238	Xiuyi			
xiyu1235	Xiyun Va	22.499	99.584	
xoch1238	Xochapa Mixtec	17.38134	-98.44988	
xoco1235	Xoco	-7.633768	-38.6336387	
xokl1240	Xokleng	-26.9217	-49.5886	xok
xokx1238	||Xo-Kxoe			
xomk1238	||Xom-Kxoe			
xong1238	Xonga			
xooo1239	West !Xoon	-23.59	19.15	
xopa1238	Xopa			
xora1234	Xorasan-Qashqa-Darya Arabic			
xuan1238	Xuanzhou			
xucu1234	Xucuru			
xuku1239	Xukurú	-8.6606156	-37.0869089	xoo
xull1234	Xullari			
xuon1238	Xuòng			
xupu1234	Xupu			
xura1234	Xuraxura			
xuzh1234	Xuzhang Lalo	25.344026	99.112244	
xvar1237	Xvarshi			
xwel1235	Xwela Gbe	6.41342	2.02985	xwe
xzzz1234	Xızı			
yaaa1241	Yaa			
yaaa1242	Tiyaa	9.57325	9.47875	tyy
yaab1234	Yaabelloo			
yaad1238	Yaadré			
yaak1241	Yaaku	0.46863	37.1008	muu
yaal1238	Yaali			
yaam1238	Yaamba			
yaan1236	Yaande			
yaan1242	Yaan			
yaay1238	Yaáyuwee			
yaba1247	Yaba			
yaba1248	Yabarana	5.32692	-66.276	yar
yaba1249	Yabaâna-Mainatari	0.58332	-65.5	ybn
yabe1251	Yabekanga			
yabe1252	Yabeka			
yabe1253	Yabekolo			
yabe1254	Yabem	-6.67052	147.81	jae
yabe1255	Yaben	-4.90868	145.361	ybm
yabi1243	Yabi			
yabo1240	Yabong	-5.61718	146.2065	ybo
yabr1234	Yabrang			
yabu1234	Yabula Yabula	-35.76116	145.23209	yxy
yabu1235	Yabus Uduk			
yaby1238	Yabyang			
yace1238	Yace	6.84259	8.84077	ekr
yach1234	Yacham-Tengsa			
yach1235	Yacham			
yacu1234	Yacubamba Media Lengua			
yadh1237	Yadhaykenu	-11.314	142.725	
yadh1238	Yadhaykenu-Angkamuthi			
yadu1238	Yadu			
yaey1239	Yaeyama	24.3401	123.801	rys
yafi1240	Yafi	-3.39765	140.897	wfg
yaga1256	Yagara-Jandai	-27.87647555	152.4602773	
yaga1257	Yaga			
yaga1258	Yaganon			
yaga1259	Yagawak			
yaga1260	Yagaria	-6.32432	145.388	ygr
yaga1261	Yaganiza-Xagacía Zapotec			
yaga1262	Yagara	-27.87648	152.46028	yxg
yagb1238	Yagba			
yage1238	Yage			
yagn1238	Yagnobi	39.1486	69.2422	yai
yago1240	Tanda-Yagomi	-5.74049	146.603	ygm
yagu1244	Yagua	-3.42913	-72.2186	yad
yagw1240	Yagwoia	-7.14042	145.854	ygw
yagw1244	Yagwa			
yaha1247	Yahang	-3.73035	142.4	rhp
yaha1248	Yahadian	-1.94317	132.096	ner
yahi1243	Yahi			
yahu1241	Yahuna	-0.505365	-70.478211	ynu
yaik1238	Yaikole			
yais1238	Yaisu			
yait1239	Yaitepec Chatino			
yaka1269	Yaka-Pelende-Lonzo	-5.984	16.775	yaf
yaka1270	Yaka			
yaka1271	Yakahanga			
yaka1272	Yaka (Central African Republic)	3.6515	17.2713	axk
yaka1273	Yakalak			
yaka1274	Yaka (Congo)	-3.73301	13.3637	iyx
yaka1275	Yakaikeke	-10.0852	149.982	ykk
yaka1276	Yakamul			
yaka1277	Yakan	6.531023	122.021729	yka
yaka1278	Yaka-Suku			
yaka1279	Yakangom			
yaki1237	Northwest Sahaptin	46.2655	-120.756	yak
yaki1238	Yakio			
yakk1236	Yakkha	27.3714	87.9306	ybh
yakk1237	Yakkha-Athpariyic			
yako1251	Yakoko			
yako1252	Yakoma	4.1651	22.1702	yky
yakp1238	Yakpa			
yaku1245	Sakha	61.69744	133.98031	sah
yaku1246	Yakulmp			
yala1242	Yalakalore	-13.2396	-59.9925	xyl
yala1261	Yalandyic			
yala1262	Yalarnnga	-21.731	139.511	ylr
yala1263	Yala	6.73852	8.60748	yba
yala1264	Yala Ogoja			
yala1265	Yalayu			
yala1266	Yalahatan-Haruru-Awaiya	-3.3619	129.315	jal
yala1267	Yalálag Zapotec	17.2134	-96.2183	zpu
yala1268	Yala (Loma)			
yale1245	Yaleba			
yale1246	Yale	-3.79762	141.566	nce
yali1254	Yalima			
yali1255	Yaliambi			
yali1256	Yalina			
yali1257	Yalic			
yalu1240	Yalunka	9.97186	-11.2836	yal
yama1259	Yamai			
yama1260	Yamap	-7.05687	146.817	ymp
yama1261	Yamaguchi			
yama1262	Yamagata			
yama1263	Yamanashi			
yama1264	Yámana	-55.2748	-68.2648	yag
yama1265	Yamasee			
yama1266	Yamandim			
yama1267	Yamaye			
yamb1251	Yamba	6.535505	11.07711	yam
yamb1252	Yambeta	4.83615	10.9369	yat
yamb1254	Yambes	-3.50624	142.763	ymb
yamb1255	Yambe	1.90029	17.11304	
yamb1257	Yamben	-4.77103	145.5701	
yamd1240	Yamdena	-7.73722	131.44	jmd
yamd1241	Yamdena-Onin			
yame1242	Yameo	-4.16666	-73.6667	yme
yami1254	Yami	22.055	121.544	tao
yami1255	Yaminawa Complex			
yami1256	Yaminahua	-9.8846	-71.5964	yaa
yami1257	Yami-Itbayat			
yamn1237	Yamna	-2.09118	139.206	ymn
yamo1246	Yamongeri	-0.24248	22.3073	ymg
yamo1247	Yamod			
