tina1246,Written
uigh1240,Written
kham1282,Primarily oral
rawa1265,Written
lisu1250,Written
lhom1239,Written
sher1255,Written
kore1280,Written
mand1415,Written
daur1238,Written
kalm1243,Primarily oral
sout2694,Written
akha1245,Written
hmon1264,Primarily oral
iumi1238,Written
khmu1256,Written
lahu1253,Written
luuu1242,Written
hmon1333,Written
hani1248,Written
kimm1245,Primarily oral
nung1283,Written
viet1252,Written
acha1249,Primarily oral
drun1238,Primarily oral
kach1280,Written
maru1249,Primarily oral
nung1282,Primarily oral
para1301,Written
shwe1236,Written
shan1277,Primarily oral
peri1253,Written
even1259,Written
kham1281,don't know
mong1330,Written
tuvi1240,Written
chin1283,Primarily oral
kyer1238,Primarily oral
khak1248,Written
manc1252,Primarily oral
nana1257,Written
hakk1236,Written
minn1241,Written
sira1267,Primarily oral
taro1264,Primarily oral
thao1240,Primarily oral
tsou1248,Primarily oral
yami1254,Primarily oral
bouy1240,Written
lach1248,Primarily oral
suii1243,Written
yuec1235,Primarily oral
acha1250,Primarily oral
ando1256,Primarily oral
arhu1242,Primarily oral
cacu1241,Primarily oral
cams1241,Primarily oral
cari1279,Primarily oral
chib1270,Primarily oral
chim1309,Primarily oral
cogu1240,Written
guam1248,Primarily oral
guay1257,Primarily oral
kore1283,Primarily oral
maca1259,don't know
mala1522,Primarily oral
muin1242,Primarily oral
nuka1242,Primarily oral
paez1247,Written
tani1257,Primarily oral
tatu1247,Primarily oral
awac1239,Written
cofa1242,Written
sion1247,Primarily oral
epen1239,Written
seco1241,Written
bord1248,Primarily oral
embe1260,Primarily oral
embe1262,Primarily oral
nort2972,Written
woun1238,Primarily oral
mini1256,Primarily oral
muru1274,Primarily oral
ocai1244,Primarily oral
resi1247,Primarily oral
yagu1244,Primarily oral
bari1297,Primarily oral
cent2150,Primarily oral
cuib1242,Primarily oral
guah1255,Written
inga1252,Primarily oral
mapo1246,Primarily oral
piap1246,Primarily oral
piar1243,Primarily oral
play1240,Primarily oral
puin1248,Primarily oral
pume1238,Primarily oral
sali1298,Primarily oral
wayu1243,Primarily oral
yukp1241,Written
boru1252,Primarily oral
cabe1245,Primarily oral
brib1243,Primarily oral
